Filename 	 RTDuration 	 swathSizeDifference 	  MS2Count 	 swathsPerCycle 	 CycleTimes50 	 CycleTimesIQR 	 MS2Density50 	 MS2DensityIQR 	 MS1Count
SWATH_OC_107_1.wiff.scan	119.3263	44	246500	100	0.0428833333330019	5.32907051820075E-15	5868	15532	2465
